Domain	Kingdom	Phylum	Class	Order	Family	Genus	Species	1-MDcol002-5-2	11-MDCol002-label-12-on-bottle	14-MDCOL003-Stool-1B-Baseline-BSB-2-4-1-4	15-MDcol004-3-1-pretreat	17-MDCOL006-3-1A	19-MDCOL006-3-2A	21-MDCOL006-2-pre-chemo-A	23-MDcol033-1A	25-MDcol036-1A	27-MDcol025-1B	28-7A-1-1	29-7A	3-MDcol002-5-1	30-8B	31-8B	33-6-2	36-40-1B	38-S-Swanson	40-MDCol002-7-43	42-51-1B	45-MDCOL005-1B	46-MDCOL015-1a	48-MDCOL039-1a	5-MDCOL055-Stool-1A-Baseline-BSB-2-4-1-2	50-MDCOL027-1a	52-MDCOL021-1b	54-MDCOL028-1b	60-MDcol006-4-1A	63-MDcol003-3-2	65-MDCOL003-Post-Chemo-Collection-Cycle-1-A	66-MDCOL004-1A	68-MDCOL003-3-1-Before-Chemo-2-3A	7-MDCOL058-Stool-1A-Baseline-BSB-2-4-1-3	70-MDCOL004-3-2-Post-Chemo-A	72-MDCOL003-4-1-4A-Before-Chemo-6	75-MDCOL053-1-1-1-Unknown	9-MDCOL062-Stool-1A-Baseline-BSB-2-4-1-3
Bacteria	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Kosakonia	Kosakonia oryzendophytica	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Bacteria	Bacillota	Erysipelotrichia	Erysipelotrichales	Coprobacillaceae	Catenibacterium	Catenibacterium mitsuokai	2	0	0	0	3	2	7	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	146	0	0	0	0	0	0	0	0	0	0	42	12
Bacteria	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	Capnocytophaga gingivalis	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Bacteria	Bacillota	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Solobacterium	Solobacterium moorei	4	0	0	0	0	1	0	0	0	0	2	0	2	0	4	0	6	0	0	0	0	5	2	0	0	11	0	0	0	0	23	0	0	0	0	2	0
Bacteria	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium sp. SY8519	1	0	0	11	0	0	0	2	0	13	0	1	4	3	7	0	0	0	0	0	3	0	13	0	6	39	0	0	0	38	0	22	0	0	27	17	235
Bacteria	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Anaerostipes	Anaerostipes caccae	0	1	0	11	44	21	345	1403	133	17	0	0	3	0	5	0	2	5	0	0	953	1071	21	1	2	6533	0	521	0	0	0	0	0	0	140	20	86
Bacteria	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Barnesiellaceae	Coprobacter	Coprobacter fastidiosus	0	0	0	0	0	4	0	0	37	0	0	0	0	0	0	0	0	0	0	0	6257	0	257	0	1433	0	0	0	0	0	0	0	0	0	0	150	2
Bacteria	Bacteria	Actinomycetota	Actinomycetes	Actinomycetales	Actinomycetaceae	Actinomyces	Actinomyces radicidentis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0
Bacteria	Bacteria	Bacillota	Clostridia	Peptostreptococcales	Peptostreptococcaceae	Romboutsia	Romboutsia ilealis	6	0	0	9	3224	2164	1845	16	0	0	0	0	1	0	0	4	1	2	2	0	3	52	142	0	245	17	0	0	1	0	0	0	0	0	0	0	0
Bacteria	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus australis	0	0	0	0	0	0	0	0	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	103	0
Bacteria	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella michiganensis	0	0	2204	0	0	0	0	0	0	0	0	0	0	122	243	0	0	0	0	0	0	0	149	0	0	307	0	0	1687	98	0	210	0	0	0	0	0
Bacteria	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Pediococcus	Pediococcus inopinatus	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0
Bacteria	Bacteria	Bacillota	Clostridia	Peptostreptococcales	Anaerovoracaceae	Mogibacterium	Mogibacterium diversum	16	35	0	0	0	0	0	25	5	13	3	0	1	2	10	9	6	42	54	11	0	274	120	4	9	749	0	6	0	0	0	0	2	0	0	27	9
Bacteria	Bacteria	Bacillota	Clostridia	Peptostreptococcales	Anaerovoracaceae	Mogibacterium	Mogibacterium neglectum	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	2	0
Bacteria	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus taiwanensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium sp. C1	254	91	0	32	502	167	533	16	1	7	117	68	236	54	85	106	62	4416	103	350	41	194	0	172	759	2	14	311	0	0	2	0	143	0	0	0	6
Bacteria	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus ilei	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	209	0	0	0	0	0	0	0	0	0	53	0
Bacteria	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	Leuconostoc gasicomitatum	3	36	0	0	0	0	0	0	0	0	5	0	0	0	0	20	10	0	0	7	0	35	0	0	0	0	0	1	0	0	0	0	7	0	0	0	0
Bacteria	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Ruminococcus	Ruminococcus bicirculans (ex Wegman et al. 2014)	9148	3786	1	0	1	0	0	2	0	3049	5866	2303	8583	952	6788	1370	9203	14633	2589	906	0	1	1	13	5028	0	0	8	0	0	0	0	2873	0	1	57	45
Bacteria	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Coprococcus	Coprococcus catus	1557	510	3467	5182	1	2	0	45	1	515	777	357	1183	340	3549	291	1565	99	586	233	5	18	2454	220	2015	111	0	78	1	1297	26	592	147	0	1224	1719	309
Bacteria	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Ruminococcus	Ruminococcus champanellensis	18	20	0	112	0	0	0	0	0	4	17	10	18	4	16	2	19	34	13	22	0	0	11	7	180	3	0	0	0	0	8	0	23	0	0	0	46
Bacteria	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella jejuni	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
Bacteria	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Micrococcaceae	Micrococcus	Micrococcus sp. KBS0714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Bacteria	Synergistota	Synergistia	Synergistales	Synergistaceae	Cloacibacillus	Cloacibacillus porcorum	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0
Viruses	Heunggongvirae	Uroviricota	Caudoviricetes	containing Rockefellervirus	containing Rockefellervirus	Rockefellervirus	Rockefellervirus IPLA5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium bornimense	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides faecis	0	0	0	0	0	0	0	1	0	9	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	4	1
Bacteria	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas psychrophila	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Anaerostipes	Anaerostipes rhamnosivorans	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
Bacteria	Bacteria	Bacillota	Negativicutes	Veillonellales	Veillonellaceae	Megasphaera	Megasphaera massiliensis	0	0	0	0	0	0	0	0	477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	358	0
Bacteria	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus rubneri	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	34	0	0	0	0	0	0	0	0	0	18	0
Bacteria	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	Leuconostoc gelidum	1	0	0	0	0	0	0	0	3	0	2	0	0	0	2	1	0	1	0	0	0	1	2	0	0	0	25	0	0	0	0	0	0	0	0	1	0
Bacteria	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	Leuconostoc mesenteroides	4	39	0	3	0	0	0	0	0	45	0	0	0	3	34	17	139	14	23	5	0	104	6	0	0	5	190	0	0	0	0	0	36	0	6	0	0
Bacteria	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Weissella	Weissella paramesenteroides	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	Leuconostoc carnosum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
Bacteria	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Pediococcus	Pediococcus acidilactici	0	0	0	0	273510	245071	89262	0	0	8	0	0	0	0	0	0	0	0	0	43	0	0	18	1	0	49	0	2	0	0	0	0	0	0	13	0	0
Bacteria	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Pediococcus	Pediococcus pentosaceus	0	0	0	0	87	70	50	0	0	0	3	0	0	0	0	63	0	0	0	0	0	0	0	5	0	468	0	0	0	0	0	0	1	0	1	0	0
Bacteria	Bacteria	Bacillota	Tissierellia	Tissierellales	Peptoniphilaceae	Finegoldia	Finegoldia magna	0	1	2	0	1	9	85	0	5	0	0	0	0	0	6	4	0	0	0	0	0	7	0	1	0	1061	0	8	0	1	4	50	0	0	1	3	0
Bacteria	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Roseburia	Roseburia sp. 499	69	24	29	37	0	0	0	0	0	3	25	3	36	0	44	3	139	52	2	2	1	0	3	1	0	0	0	0	0	55	0	7	11	0	0	0	0
Bacteria	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Roseburia	Roseburia sp. 831b	1	0	192	4	0	0	19	0	0	0	1	0	0	0	0	0	1	0	0	0	7	0	0	0	8	2	0	1	0	312	0	72	0	0	0	8	0
Bacteria	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Morganellaceae	Providencia	Providencia alcalifaciens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Ruminococcus	Ruminococcus albus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Micrococcaceae	Micrococcus	Micrococcus luteus	0	0	0	15	0	0	0	18	8	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Bacteria	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus epidermidis	0	0	0	0	0	0	5	0	1	0	0	0	0	0	0	0	0	0	0	0	22008	0	2	0	2	55	0	4	0	0	0	7	2	0	0	10	0
Bacteria	Bacteria	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus simulans	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Bacteria	Bacillota	Tissierellia	Tissierellales	Peptoniphilaceae	Anaerococcus	Anaerococcus obesiensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0	0	0	741	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Bacteria	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus xylosus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0
Bacteria	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes senegalensis	0	28	0	32	0	0	0	2	0	10	10	5	4	5	13	1	0	0	40	16	2	0	650	0	238	2	0	0	0	0	0	0	0	0	0	1688	192
Bacteria	Bacteria	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus hominis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
Bacteria	Bacteria	Bacillota	Clostridia	Eubacteriales	containing Intestinimonas	Intestinimonas	Intestinimonas butyriciproducens	43	34	5	1069	152	108	30	342	6	216	217	207	47	97	434	70	39	93	22	21	28	265	142	9	172	1	0	1777	2	7	137	4	27	1	0	184	338
Bacteria	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus gordonii	11	30	5	2	8	13	33	48	3	112	27	2	8	0	41	14	25	3	45	3	49	0	64	16	386	2460	0	2	0	0	0	0	3	0	0	196	0
Bacteria	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus oralis	0	0	196	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	206	0	14	0	0	1243	0	0	0	0	0	0	18	0	0	34	0
Bacteria	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus salivarius	281	59	5298	96	0	407	942	1129	0	11687	0	0	96	0	289	123	159	360	539	60	342	102	1959	0	3497	32357	0	147	617	3994	0	1770	0	0	418	15945	12
Bacteria	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus sanguinis	5	0	36	0	0	15	6	34	0	15	0	0	0	0	6	0	5	8	0	0	0	0	6	0	6	281	0	0	0	22	0	9	0	0	9	234	0
Bacteria	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis	7	0	0	119	0	0	0	0	188	10	0	0	146	6	18	0	0	0	0	0	0	99	478	64	51	0	0	0	0	0	0	36	10	0	75	0	68
Bacteria	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus thermophilus	2393	2148	412	146	1480	9266	46389	118	416	498	389	101	1756	83	1328	35	3103	421	29386	264	53363	369	2962	234	61	29418	124	9420	65	26039	8	8177	280	0	444	1734	63
Bacteria	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus mutans	439	166	2697	40	607	1970	843	70	0	0	82	19	347	35	267	71	196	13	47	58	118	0	14	36	25	596	0	185	0	696	0	102	88	0	106	310	0
Bacteria	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus sobrinus	0	0	1621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	939	0	133	0	0	0	0	0
Bacteria	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus agalactiae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83	814	0	0	0	0	0	0	0	0	510	0	0	0	0	0	0	0
Bacteria	Bacteria	Actinomycetota	Actinomycetes	Actinomycetales	Actinomycetaceae	Schaalia	Schaalia radingae	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Bacteria	Actinomycetota	Actinomycetes	Actinomycetales	Actinomycetaceae	Schaalia	Schaalia turicensis	0	0	0	0	0	0	188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	6	2	0	0	0	0	0	0	0	0	0	0
Bacteria	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus pneumoniae	304	362	0	7	0	0	0	0	0	0	93	42	113	25	173	0	76	75	11	23	192	0	11	50	0	1062	0	0	0	0	0	0	45	0	0	0	50
Bacteria	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus pyogenes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	311	11	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus sp. HSISS2	0	0	466	0	0	0	0	27	0	0	0	0	0	0	0	0	11	0	0	11	0	0	0	0	258	77	0	0	0	52	0	116	0	0	184	0	0
Bacteria	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus sp. HSISS3	0	0	869	0	0	0	0	0	0	161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1325	99	0	0	0	246	0	179	0	0	656	0	0
Bacteria	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus parasanguinis	25	89	962	10	0	186	35	0	63	2023	13	13	40	49	131	0	103	88	16	33	47	82	800	44	65	11537	20	86	0	503	0	155	64	0	304	2322	0
Bacteria	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Blautia	Blautia hansenii	1	1	100	7	0	0	0	93	6601	27	1	0	1	0	1	1	0	64	0	0	83	942	6846	0	4	29	0	0	0	33	0	14	1	0	1	9	1
Bacteria	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus anginosus	83	67	354	0	0	364	814	23	0	111	37	18	0	33	24	42	60	0	111	114	638	22	0	0	909	2438	0	18	0	130	0	0	0	0	32	0	0
Bacteria	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus dysgalactiae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	253	0	0	0	0	76	0	0
Bacteria	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus equinus	0	0	0	0	0	0	0	21	0	12	0	0	0	0	0	0	0	25	0	0	28	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0
Bacteria	Bacteria	Actinomycetota	Coriobacteriia	Eggerthellales	Eggerthellaceae	Gordonibacter	Gordonibacter urolithinfaciens	13	16	0	31	0	0	0	38	0	172	3	0	14	0	0	0	6	12	17	0	557	0	61	9	160	1517	0	0	0	0	0	0	12	0	0	1	595
Bacteria	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus equi	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	28	0	3	0	0	0	0	0
Bacteria	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus intermedius	13	7	12	0	0	10	0	0	0	0	12	0	17	0	9	0	26	0	7	22	87	0	28	0	0	19	0	0	0	23	0	0	18	0	0	0	0
Bacteria	Bacteria	Actinomycetota	Coriobacteriia	Coriobacteriales	Atopobiaceae	Olsenella	Olsenella uli	0	0	22	0	2	1	2	4	0	0	1	2	1	0	2	1	0	2	0	0	0	0	3	1	2	4	0	0	4	0	0	1	0	0	0	3	5
Bacteria	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus vestibularis	110	155	3387	6	0	37	39	10	0	0	38	15	22	14	186	32	90	72	146	55	4427	5	9	55	136	28010	0	16	0	2493	0	92	23	0	68	118	0
Bacteria	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus parauberis	0	0	0	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Bacteria	Bacillota	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus faecalis	0	0	21	0	3210	3691	4416	7	0	0	0	0	2	0	0	0	0	0	0	6	0	0	0	0	0	119285	90797	15	7	0	0	0	4	0	0	1538	0
Bacteria	Bacteria	Bacillota	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus faecium	176	161	3943	1122	1123	1272	2518	466	1222	718	323	91	510	17	135	171	349	73	10	20	47	201	108	145	3615	1135	53853	162	9	3950	271	3078	135	0	25	539	1138
Bacteria	Bacteria	Bacillota	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus gallinarum	0	0	885	0	526	59	27680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	503	2936	0	202	0	0	87	0	0
Bacteria	Bacteria	Bacillota	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus hirae	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	229	0	0	0	156	0	1417	0	0	0	0	0
Bacteria	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus lactis	25	426	12823	105	97	62	748	0	122	0	764	139	141	0	102	92	162	255	75	18	8213	118	167	60	74	189	107	4	1916	281	4	3	146	0	16230	57	0
Bacteria	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus cremoris	30	115	55	44	0	5	0	0	86	236	128	102	323	35	174	49	291	728	129	49	26	50	178	87	33	302	46	13	579	6	0	0	63	0	4455	100	33
Bacteria	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus garvieae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus piscium	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus raffinolactis	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	9	0	0	39	7	0	0	0	20	0	0	0	0	0	0	0	0	0	0	1
Bacteria	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	Leuconostoc kimchii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0
Bacteria	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Weissella	Weissella cibaria	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	362	0	196	0	8	69	9	0	0	0	0	0	9	0	0	0	0
Bacteria	Bacteria	Bacillota	Bacilli	Lactobacillales	Aerococcaceae	Aerococcus	Aerococcus viridans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0
Bacteria	Bacteria	Bacillota	Bacilli	Bacillales	Gemellaceae	Gemella	Gemella haemolysans	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	15	0	0	0	0	0	0	0	0	0	4	0
Bacteria	Bacteria	Actinomycetota	Coriobacteriia	Coriobacteriales	Atopobiaceae	Lancefieldella	Lancefieldella parvula	0	0	10	0	0	0	1	2	0	1	0	0	0	2	0	0	1	1	2	0	37	1	0	0	5	8	0	0	0	5	0	3	0	0	2	0	1
Bacteria	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus cereus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	19	0
Bacteria	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Marinobacteraceae	Marinobacter	Marinobacter similis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Bacteria	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus gwangjuense	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Bacteria	Bacillota	Clostridia	Peptostreptococcales	Filifactoraceae	Filifactor	Filifactor alocis	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Amphibacillus	Amphibacillus xylanus	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Bacteria	Actinomycetota	Actinomycetes	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium faecale	0	0	0	0	0	0	0	45	0	418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	347	0
Bacteria	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella quasipneumoniae	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4968	0	0	0	0	0	0	0	0	20	0	34	0	0	0	0	0
